貼文編號,粉絲專頁編號,粉絲專頁名稱,標題,說明,期間（秒）,發佈時間,說明文字類型,永久連結,多文發佈貼文,是分享的貼文,貼文類型,語言,自訂標籤,贊助內容狀態,資料留言,日期,觸及人數,心情、留言和分享,心情,留言,分享,總點擊次數,符合目標廣告受眾的用戶瀏覽情形（Photo Click）,其他點擊次數,連結點擊次數,,,,,,,
8.37E+14,1.00E+14,MindDuo親子共讀,"🎉我們與Grand Hyatt Taipei - 台北君悅酒店
驚喜重磅聯名啦！！
粉絲們趕緊前往活動頁面參加活動🤩🤩
抽市價7990的BenQ MindDuo 2 Plus
-
另外偷偷告訴大家……
小編們今天即將前往台北君悅參加神秘活動，
記得持續關注我們🎄🎄",,0,11/22/2023 20:07,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0Ss1er6wUKzs7ind5YqmfxcznVeByjc6on8QEst3rfBDKmpVqP4ZyNiJmeHHmZnJ9l,0,1,影片,,,,,總期間,2967,42,39,3,0,28,28,,,,,,,,,
1.10E+15,1.00E+14,MindDuo親子共讀,"一本邀請讀者一起找到小偷的繪本來了！
融入了大量日本元素的～🇯🇵
「美食小偷在哪裡？」
/
每一頁都有著滿滿的細節
滿村莊的動物們還有美食！
有熊奶奶🐻
狐狸警察👮跟猴子浴湯🐒
也有麻雀歌唱團🎵
但是在這之中也有…
「美食小偷」！
/
他藏身在滿版繪圖的細節之中
隱形斗篷讓他神不知鬼不覺
在美食的身邊出沒！
一年四季，從下雪的季節❄️
到炙熱的夏天☀️
美食小偷都在各個角落出沒～
/
這本書邀請各位讀者放大眼睛
關注村莊的每個角落
我們每個人都有責任找到這個
「美食小偷」
看看下方的圖片，你有辦法找到他嗎？

采實文化 
采實童書粉絲團：聽故事，玩手作",,0,11/22/2024 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02BHjZdrGUBsTacAJP33StR4H88hfDG6R7zAGz7jmBKbPv93xkR5xuaR6TYJ41Mp8Ql,0,0,相片,,,,,總期間,5023,2577,62,58,3,1,52,24,28,,,,,,,
1.52E+15,4.94E+14,MindDuo親子共讀,"「巴士到站了！」🚐
每當聽到司機有朝氣的嗓子☀
就代表乘載著不同生活色彩的人們，
即將下車各奔東西，
追尋屬於自己的生活

《巴士到站了》
是五味太郎的經典繪本，
作者用可愛又溫馨的筆觸，
描繪出一幅又一幅日常感十足的畫面，
細細品嚐每個畫面中乘客即將下車的地點🚏
可以發現許多可愛的細節唷～

作者充分利用「用畫面說故事的能力」，
即便每頁的台詞都由「巴士到站了！」作為起點，
簡單一句描述是什麼樣的人下車了，
但是充滿豐富色彩以及細節的圖片，
讓我們自己在腦中想像出畫面的故事，
以及每位乘客來到這裡的理由

《巴士到站了》是小編兒時最喜歡的繪本之一🤩
看著巴士停靠一站又一站🚍
自己好像也坐上巴士，
經歷了一趟奇妙旅程，
歡迎在留言分享，
您和孩子一起搭乘巴士的經驗唷～

#MindDuo0到3歲推薦書單",,0,11/23/2022 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02Kqf6xAX3v4ULP5tUGF55RX7djXNgKD1v3SGZ6LiUTT6d6stdQ6GxPcmtFbkwQ516l,0,0,相片,,,,,總期間,60,93,90,1,2,7,4,3,,,,,,,,
8.37E+14,1.00E+14,MindDuo親子共讀,"#已開獎
恭喜 Shiuan Tz Shiu、謝汶英、葉庭嘉
得獎！
#小編出任務
 🎄「MindDuo親子共讀 X Grand Hyatt Taipei - 台北君悅酒店」🎄
今年聖誕節前夕，小編參與了台北君悅酒店的聖誕樹點燈計畫🌟
每年君悅酒店的十米聖誕樹都是信義區的人氣地標！！
今年以「豐收‧禧悅」為點燈主題，
邀請罕見疾病基金會 & 臺北市私立立人國中 弦樂團表演💕
讓聖誕佳音傳遍每個角落～
-
今天MindDuo小編也受邀參與了這場年度盛事🥰
並且在現場和台北君悅酒店
一起推廣親子共讀的美好～
來猜猜小編在哪裡吧！！
也別忘了看看留言處，
抽小編要送給大家的繪本禮物唷～

#台北 #耶誕 #聖誕節 #聖誕樹  #台北君悅 #台北君悅酒店",,0,11/23/2023 05:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid033axM7WkJoFXhYXAcWYeEdV1immjBd45Cx5fK4Tyu5xSxNuS6ZqvetW2qkNSESQBHl,0,0,相片,,,,,總期間,19958,2710,1051,861,798,1452,1105,347,,,,,,,,
8.37E+14,1.00E+14,MindDuo親子共讀,"#講談社出版文化獎得獎作家
#日本攝影協會作家獎得獎作家
「喜馬拉雅山」是世界上最知名的山脈之一，
其中的主峰「聖母峰」更是世界最高的山峰⛰
也因為如此，
喜馬拉雅山有著一層神秘且神聖的形象，
《高山上的孩子：喜馬拉雅山的禮物》作者石川直樹
本身非常愛好登山與攝影，甚至本來也親自登上過聖母峰😲
這樣的經歷，讓他想將自己在山岳上的經驗，
化作平易近人的文字，分享給大小朋友，
讓大家都可以加認識神秘的喜馬拉雅山與當地文化💝
/
《高山上的孩子：喜馬拉雅山的禮物》
講述世界另一端的雪巴男孩普巴👦
由於奶奶生病，在當地卻沒有醫院😱
只能展開一場找尋神秘藥草「冬蟲夏草」的歷險！
為了找冬蟲夏草，
巴普翻過了兩座山丘、沿著河流逆流而上，
卻還是不見它的蹤跡......
/
正當普巴煩惱之際，
遇上了一隻超級大的犛牛🦬
但因為普巴急著找尋奶奶生病的解藥冬蟲夏草，
只好讓自己的隨行寵物普莫里（一隻小山羊🐐），
陪著大犛牛玩耍，自己則持續找尋藥草，
找到太陽都下山了，卻還是沒找到......😭
/
這時這時大犛牛帶著普莫里回來了，
而普莫里嘴裡叼著的，竟是苦苦找尋的冬蟲夏草！！
究竟大犛牛到底是什麼神秘的生物呢！
原來祂是喜馬拉雅山的守護山神～
/
《高山上的孩子：喜馬拉雅山的禮物》
讓孩子在閱讀時可以理解跨越國界的文化與知識，
並且尊重與台灣截然不同的高山文化與信仰💞
培養SGDS素養當中的「多元文化與國際理解」！
/
最近有爬過什麼山呢～？
分享給小編知道吧！",,0,11/24/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02dJoMEKCGQ6T3edRLJgXygu4imYGM3XUTTh2pXSXkrHxdrtobknT8HJkaPuQxA2Twl,0,0,相片,,,,,總期間,5014,120,85,27,8,102,76,26,,,,,,,,
8.38E+14,1.00E+14,MindDuo親子共讀,"#已開獎
恭喜 林姿君 抽中獲得impact怡寶懸浮磁扣護脊書包
恭喜 林韮迷、Faye Lee抽中獲得impact怡寶午餐提袋
------------------------------------------------------
「MindDuo親子共讀 X impact怡寶 」
孩子的書包裡面有什麼呢❓❓
每到年末，便是除舊佈新的時候🧹
受夠了孩子「戰地風」的書包嗎😓😓！？
那就趕緊跟著小編一起來參與Whats in my bag吧！
一起和小編曬出家中孩子書包的內容物🎒
並且順便好好整理一下書包吧！
-
impact怡寶 透過最專業的分齡護脊書包守護孩子的健康🧒
致力於成為孩子成長路上的一盞明燈， 
指引孩子成長為一個健康快樂的個體。
想要獲得 impact怡寶impact怡寶impact怡寶impact怡寶impact怡寶 所提供的高級書包嗎？
點擊留言處參與活動！",,0,11/27/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0nnM1Y8HFYsi5Sdk61Nibii372z9eAr2bx6H9NheCTMdxMTic75gTGVu4BDxoBu5fl,0,0,相片,,,,,總期間,12129,1582,586,482,514,668,604,64,,,,,,,,
1.10E+15,1.00E+14,MindDuo親子共讀,"#中屋美和燙金印簽限量套書
#已開獎
時常有粉絲詢問小編
有沒有推薦的親子共讀套書！
你們的心聲我聽到啦~😆

小編今天要來介紹一套非常可愛的套書
《小蠶豆和好朋友們》共有五本
分別是小蠶豆的床/ 小蠶豆和小青鱂/
 小蠶豆和豇豆兄弟/ 小蠶豆奇妙的一天/ 小蠶豆的新床

主要的內容環繞著
主角小蠶豆和他的朋友們🫛
溫柔可愛的插畫畫出了許多Q版大自然的景色
讓小朋友在親子共讀時
可以認識更多自然的知識🐛
/
還有小蠶豆與朋友們的故事
透過繪本的內容
也更能學會分享
明白友誼的重要，幫助別人、關心朋友

接近年末，
小編也想問問大家
未來還想看小編分享什麼呢？
或是想獲得怎樣類型的禮物🎁
留言處跟小編分享吧！

從小天下看大未來",,0,11/27/2024 05:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0owWZQ15kLXdfwr5MF14F7xt7VtD3pYEHnhz5FNnxmhGhDi7J67xwmKt5WCer2Geil,0,0,相片,,,,,總期間,17815,6768,898,326,293,279,543,467,76,,,,,,,
1.53E+15,4.94E+14,MindDuo親子共讀,"👁️與孩子一同閉上眼想像，
如果某天和平破滅，
不能上學、出去玩，
會是什麼心情(？💔

👩《戰爭來的那一天》以女孩視角呈現，
冷漠面容，
炮聲四起的街道，
聲稱沒有座位的學校，
深切刻畫戰爭帶來的身心靈傷害🤒

👼「我帶了一把椅子給你，
這樣你就可以來學校了。」
書末的溫暖男孩，
向讀者揭示，
其實簡單舉動，
可以大大地幫助人，
每個孩子都能成為
為他人帶來希望的光芒。✨

🎈讀完故事後，爸爸媽媽可和孩子討論：
最近一次幫助人是什麼時候？
結果是什麼？
不只提醒孩子助人可貴，
也能讚美、鼓勵小寶貝的貼心舉動～
增進親子感情！👨‍👩‍👦
【MindDuo繪本評分機制】
教育性：🌕🌕🌕🌕
趣味性：🌕🌕🌕
繪圖風格：🌕🌕🌕
易讀性：🌕🌕🌕
適讀年齡：3-6歲
有無注音：有

#MindDuo3到6歲書單推薦
#獻給溫暖善良的孩子",,0,11/28/2022 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02yxcgPwVGvJwgXVRifus2wCqFyLTVmV1hNXxhDaoQch5WVWvNa8oMttzdqGuLeBBAl,0,0,相片,,,,,總期間,61,69,65,1,3,2,2,,,,,,,,,
1.53E+15,4.94E+14,MindDuo親子共讀,"#留言處有驚喜 
繼前一陣子的 #提升閱讀空間改變看得見 
小編又和環安傢俱 HA Wood Furniture
一起來升級大家家中的閱讀角啦😜

而在此之前要先與大家分享
【優良閱讀空間三要素】💡

📍要素一：容易拿取的書櫃
對於寶寶來說
要從排列緊密的書櫃中拿取書籍十分不易
因此一個繪本展示書架超級重要!
不僅可以讓多彩的插圖吸引孩子閱讀🎨
也方便他們閱讀完後自行收納📚

📍要素二：專屬孩子的桌椅
對寶寶來說世界真是太新奇了🤩
一個不留心注意力就會被吸走
而專屬孩子的桌椅就能打造儀式感👍
讓孩子不容易跑來跑去
環安傢俱 HA Wood Furniture 的
幼兒成長桌椅組正是為學齡前孩子設計
符合寶寶身形並且是用實木打造🪵
還能隨著寶寶長大一起「長高」

📍要素三：充足剛好的照明
為了防止寶寶變成近視眼👀
良好的燈光當然也是不可少的
不僅要明亮也不能刺眼
好的檯燈隨著不同的色溫變化
還能提供專注、放鬆的不同氛圍✨

除了以上三個要素外
大家也可以在寶寶的閱讀角中
添置一些布偶、道具、圖卡或歌謠海報🧸
給孩子更多元的刺激
讓他們的大腦全方位的開發呦🧠",,0,11/29/2022 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0MWXay9sJp1NFCv6ERKvBhvr6eAd6etUXxPeSsTB9R9Lb3r24haHAy5ydo4eTw8BMl,0,0,相片,,,,,總期間,766,2844,1119,1169,556,11,1,10,,,,,,,,
8.40E+14,1.00E+14,MindDuo親子共讀,"恭喜 陳伊 獲得《為什麼不能咬指甲》
陪孩子成長系列第二集
-----------------------------------------------------------
《為什麼不能咬指甲》 
/
為什麼不能咬指甲？
因為咬指甲會掉牙，
美夢會溜走，
沒有美夢就不能參加想像力繪畫大賽，
只能參加挖洞比賽，
但挖得洞太多
地球的水就會漏光，還會爆炸！

所以！　
只要咬指甲，
地球就會爆炸😨😱
/
許多家長
不能忍受孩子咬指甲的習慣
這本《為什麼不能咬指甲》 
用很搞笑、天馬行空的故事
來跟小朋友說
咬指甲是個壞習慣🙅🏻‍♀️
/
留言處跟小編分享
你有什麼秘訣
能讓孩子戒掉壞習慣呢！

柏樂出版",,0,11/29/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02SAVcMh2vUGHt44pGv8YxhRW5RrmiNQyoURcZYuKQdhejaa2UuWwsw2c6J9ADMWbSl,0,0,相片,,,,,總期間,8785,641,268,195,178,393,279,114,,,,,,,,
1.53E+15,4.94E+14,MindDuo親子共讀,"在11月的最後一天，
小編來為大家介紹一個特別的節日！
那就是每年11/26的
🎂「世界蛋糕日」

蛋糕的出現🍰
通常伴隨著歡樂與笑容，
在世界蛋糕日這天，
人們可以藉由蛋糕，
來傳遞自己的感謝之情🫶
或者是讓好吃的蛋糕療癒自己的身心，
好好犒賞自己一番🤤
不管遭遇什麼困難，
只要來一口美味的蛋糕，
所有的煩惱都煙消雲散了！

雖然世界蛋糕日已經過了，
但是蛋糕不會消失！
今天小編來為大家介紹三本和「蛋糕」有關的繪本～
家長可以一邊和孩子閱讀蛋糕書🧁
一邊享受一場悠閒的蛋糕下午茶，
度過愜意又充實的一天！

留言告訴小編孩子最喜歡什麼蛋糕！
（千層蛋糕萬歲🙌🙌）

#MindDuo3到6歲書單推薦",,0,11/30/2022 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid036PtvpfAx5sYL1jBPeKB8VzpKGdSbFhrbsg2dkPWhmTZwCR7Tg6SKAaJGZNmZREzdl,0,0,相片,,,,,總期間,72,96,76,19,1,0,,,,,,,,,,
1.53E+15,4.94E+14,MindDuo親子共讀,"這幾天真的好冷啊🥶🥶
寒流來襲、氣溫驟降，
終於開始有冬天的感覺了～
（前陣子小編還在納悶，
難道台灣的冬天消失了🥵）

在強力寒流的侵襲下，
許多父母會擔心家中小小孩，
應該要怎麼穿衣服，
才能夠達到保暖又能讓小小孩舒適🤔
穿太少的時候擔心孩子容易感冒著涼🤧
穿太多孩子太熱，
也會出現哭鬧、躁動、汗疹等現象😧
今天小編告訴大家四個小技巧，
幫助家長透過孩子最舒服的方式，
來渡過這波寒冬！

💡正確測量寶寶及幼兒的體溫
用手腕內側去貼近孩子的胸口、肚子，
感受一下是否過於冰冷或者是太熱，
因而針對孩子的感受增減孩子的穿衣
💡多層次的洋蔥式穿衣
以透氣、不厚重的衣物，
猶如洋蔥一般一層一層堆疊而成，
可以根據環境氣溫的不同，
隨時脫下或穿上衣服，
主要挑選「親膚、透氣、輕巧」為主的衣物
💡在戶外只需比大人穿的多一件
遵循比大人穿得多一件為原則，
讓孩子在戶外除了能夠達到保暖的效果之外，
行動也不會受到太沈重的負擔
💡一頂帽子加上一雙襪襪
孩子的頭部微血管較多，
熱量容易散失
且心臟還未發達，
血液無法有效傳到四肢末端
記得要加上保暖帽和襪子作為禦寒防護！

只要遵循這些小技巧，
相信父母和小小孩，
都可以度過一個溫暖又舒適的嚴寒冬季😊

#點進留言觀看完整文章
#MindDuo親職教育",,0,12/01/2022 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0u57DYGjc98L4x95nnnyi9X8ogNdy3uGVKh4iGMwgmpcC3vHwYRLwb6vGatYydRQsl,0,0,相片,,,,,總期間,70,83,71,8,4,0,,,,,,,,,,
8.42E+14,1.00E+14,MindDuo親子共讀,"#講談社出版文化獎得獎作家
#SDGS核心項目
：「好想、好想、好想登上聖母峰！」

還記得上星期小編介紹過
《喜馬拉雅山的禮物》
作者石川直樹曾兩度登上聖母峰😲
因此此系列結合自身經驗，
讓讀者了解攀登聖母峰的過程。

書中有攀登高山的相關知識，
和圖片也都有呈現登山時的穿著與工具！
讓小編看完也非常想去一睹聖母峰的樣子😍
/
這本書《高山上的孩子: 登上聖母峰》
主要講述
喜馬拉雅山麓下雪巴男孩普巴
他從小的大夢想，就是登上聖母峰
為了實現登上聖母峰
他每天都勤奮練習🧗‍♂️
最後
普巴終於跟上大部隊一起去登山
一路上困難重重，
最後最後終於實現夢想了🥹
/
留言處跟小編分享
第一次登山的經驗吧！
/
小麥田出版",,0,12/01/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid021BPHvVTPw9Zoi4je1UETBwvmE14SoBdAwhuUfBUKrKBv1pkKoR2rMStnJ4EmNVikl,0,0,相片,,,,,總期間,5862,80,76,3,1,80,38,42,,,,,,,,
1.10E+15,1.00E+14,MindDuo親子共讀,"#留言處有驚喜 #市價2080餐具旗艦組 
#已開獎
✨VIIDA X MindDuo親子共讀✨
「給孩子最安心的餐具組合」～

又即將到年末了🍁，
MindDuo邀請粉絲感謝今年生活中的美好
VIIDA為西班牙文的「生活」(Life )加上”I” 
象徵享受自己的生活🌼
/
享用熱騰騰的美食
就是要用安心又具有質感的餐具🍴
天氣轉涼的同時
MindDuo跟VIIDA要共同送上溫暖！
我們誠摯邀請各位參與活動
分享你們生活中最美好的故事🌅
/
VIIDA Taiwan 長期舉辦親子活動
更持續帶給家長們值得信賴的餐具組合🍽️
MindDuo親子共讀也致力為所有家長
貢獻我們對親子共讀的協助！
一起守護孩子的成長吧～
/
想要分享故事獲得 VIIDA Taiwan 的高級餐具嗎？
👉查看留言處參與活動！",,0,12/02/2024 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0BR41kejXpinny738S1kyapD2pDX2aRLJXy7fBCRQFJ64Kc4QECqDMfKYxDvnLjN6l,0,0,相片,,,,,總期間,34391,13581,1348,559,403,386,1601,1524,53,24,,,,,,
8.44E+14,1.00E+14,MindDuo親子共讀,"#已開獎
Ashley Chang 抽中獲得《等我長成大個子》
--------------------------------------------------
陪孩子成長系列第三集啦！
今天要介紹這本《等我長成大個子》
／ 
主角是一個在幼稚園的小男孩
他的小煩惱就是
在喜歡他的小女孩小北
和他喜歡的小女孩凝凝
之間進行艱難地選擇要跟誰結婚🤭

雖然這個問題看起來很天真
但書中媽媽用另一種方式來鼓勵孩子
：「兩位小女孩都不挑食，
他們肯定能長成大個子」

「你這樣挑挑揀揀地吃飯，
長不成大個子，將來誰也娶不了！」
/
跟孩子說話是一門學問
在親子共讀時，
也可以用這種可愛的小故事
與孩子站在同一個位置，
順著孩子的思維推敲一起聊聊❤️
/
問問孩子
如果長成大個子，要做什麼事呢😆
留言處跟小編分享吧！

柏樂出版",,0,12/04/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02jfVY9HYJjg3YDtc6D7Hk2Bc1hZzZC62R951DDoZmFjq6hVfAdoMJikywmbLn5KDFl,0,0,相片,,,,,總期間,7568,690,297,198,195,326,239,87,,1,,,,,,
1.53E+15,4.94E+14,MindDuo親子共讀,"你是否曾好奇孩子未來想做的工作呢？
醫生？👩‍⚕️警察？👮聖誕老公公？🎅
工欲善其事，必先利其器。✨ 
先來一窺各行各業的「武器」吧～！

園藝師用剪刀修剪樹枝…
油漆師用刷子妝點牆壁…
木工師用錘子建造房屋…

「長大以後，我會是什麼職業呢？」
活潑的情節，
繽紛的插畫。
輕快、韻律感的文字
一步步引導孩子初探職業，展望未來
推薦給好奇小寶貝嚮往職業的爸媽們👨‍👩‍👦

📔親子共讀筆記：
①讓孩子說一說，還有哪些職業也會用__
例如：裁縫師也會用剪刀
②讓孩子說一說，最想擔任哪一個職業？
例如：美髮師，因為可以幫人剪出美美的頭髮😍
❓P.S非常好奇大家的孩子想擔任什麼工作，
歡迎留言告訴小編~~

【MindDuo繪本評分機制】
教育性：🌕🌕🌕🌕
趣味性：🌕🌕🌕
繪圖風格：🌕🌕🌕
易讀性：🌕🌕🌕
適讀年齡：3-6歲
有無注音：有
＃MindDuo3到6歲書單推薦",,0,12/05/2022 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid033FdCMeACUX5q69AAEWpGVHfNPDbYaajR14Rc7BaeMNt5MZoVPEeXf9UZcRWYyriCl,0,0,相片,,,,,總期間,67,85,78,5,2,1,1,,,,,,,,,
8.42E+14,1.00E+14,MindDuo親子共讀,"#已開獎
恭喜
Liao Wei Hsiang獲得 PEACHY LIFE泡泡慵懶沙發床
蔡戶戶 獲得 PEACHY LIFE復古雙開玻璃門收納小櫃
-----------------------------------------------------------
「MindDuo親子共讀 X PEACHY LIFE 完美主義居家設計 」
冬季聯名合作！
-
「再讓我躺一下吧！」
誰說躺著就是要睡覺呢？
年末天氣漸涼🍂
最想做的事就是窩在家，
用一個接著一個故事佐以一盞溫暖的燈光💡
播放著讓自己完全放鬆的背景音樂🎶
躺在懶人沙發上來一場舒適的冬季閱讀之旅～
完美你的生活→
https://peachy.tw/mindduo
-
PEACHY LIFE 完美主義居家設計 ，
透過最專業且貼近生活風格的傢俱為親 子帶來幸福的家庭氣氛。
BenQ MindDuo親子共讀，致力於成為家庭閱讀路上 的一盞明燈，
現在我們要一起營造最舒適的閱讀風格啦！！
-
👉參加活動請看留言處！",,0,12/05/2023 05:20,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02XPZ15L4cY1nLpagkYzkHSHhVtgJzLzMuABpopwJ9VxsuhyoWymJSid2MK1v7NXhCl,0,0,相片,,,,,總期間,16013,2288,824,745,719,1469,1385,78,6,,,,,,,
1.11E+15,1.00E+14,MindDuo親子共讀,"#留言有驚喜 
#周杰倫演唱會 
#已開獎

能不能給我一本書的時間🎵
聽說今天是演唱會的第一天😎
有沒有人也很幸運的搶到票了！
不過不能去聽也別灰心

小編今天應景介紹一下
聽jay我好愛你這本繪本
是周杰倫有聲繪本系列的新款

收錄了五首歌
麥芽糖、浪漫手機
告白氣球、七里香、園遊會
一打開書，就可以聽到熟悉的旋律❤

留言跟小編分享
你心中最想聽到周董唱什麼呢！
有機會把音樂書帶回家喔！",,0,12/05/2024 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02y3YGMSgojKcaEAMFRZL2zvKBFvvhMh3AjQeLpohxP91VimyvsX7Htoar711Xx7DMl,0,0,相片,,,,,總期間,22718,9361,954,354,312,288,573,474,99,,2,,,,,
1.53E+15,4.94E+14,MindDuo親子共讀,"🎵找不到適合幼兒的音樂繪本嗎？
什麼動物哞哞哞～
什麼動物嘓嘓嘓～
什麼動物有大大的頭～
什麼動物喜歡在水裡游～
答案都在《牛來了》裡頭🎵
小編不是要參加rap比賽😎
只是想來分享這本為幼兒打造的音樂繪本！

兒歌念唱能幫助幼兒語彙發展
本書精選八首兒歌，
以孩子喜歡的動物主題為主✨ 
隨書附「歌曲演唱」及「卡拉OK伴唱」的音樂CD
孩子不僅能接觸各種形式的韻文，
還可以感受語言的音樂性與趣味性，
播放CD，親子共同念唱兒歌，
是建立情感的不二法門～
推薦給愛聽音樂學語言的孩子們！😍
【MindDuo繪本評分機制】
教育性：🌕🌕🌕🌕
趣味性：🌕🌕🌕
繪圖風格：🌕🌕🌕
易讀性：🌕🌕🌕
適讀年齡：0-3歲
有無注音：無
#MindDuo0到3歲書單推薦",,0,12/06/2022 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid027kJxadcPvfw3Tz3wkegmihjWvEeAMVLFa6kKNHizTGhp6c9AxFBdmjPLrqQ34V5El,0,0,相片,,,,,總期間,97,79,71,3,5,6,2,4,,,,,,,,
8.45E+14,1.00E+14,MindDuo親子共讀,"#台灣本土繪本作家
這次一本滿滿秋冬溫暖元素的繪本💝
逐漸從秋天走到冬季，
街上的色調與風格也漸漸轉化為另一種畫風🖼
但在遙遠的世界另一邊，
或許自己的好朋友正在經歷截然不同的風景與色調🌍
這時一個暖心的包裹，
或許就能讓彼此跨越時空，
共享相同的溫度與情緒！
/
《寄給露露的包裹》
描述兩個小女孩最真摯的情誼👧
雖然曾經距離彼此好近好近，
但現在卻相隔好遠好遠的兩地，
繪本透過兩地截然不同的氣候風貌畫面☀🍁
製造出有趣的對比同時，
也透過「包裹」這項物件📦
傳達出兩位小女孩過往豐富的回憶，
與深厚的情誼，
雖然相隔兩地，各自忙碌於不同的事物，
但心底遠遠惦記著彼此！
/
秋冬寒日，天氣冷冷，
卻也更顯人與人之間真摯的連結🫶
我們也可以寄送一個包裹，
將自己所有的想念好好打包好，
寄給自己一直惦記著的那個人唷！
／
在底下留言tag自己最惦記的那個人，
並且留下想對他說的話吧！",,0,12/06/2023 05:58,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02DGWmXcrW4rdZ1CvcrV75MqqFq9r3NuQYCrp39tqacfnGb2d3vHQs6zZRHs6D9pSDl,0,0,相片,,,,,總期間,6999,147,123,16,8,259,114,145,,,,,,,,
1.11E+15,1.00E+14,MindDuo親子共讀,"#留言處有驚喜 
#已開獎
與恐懼共處並面對它非常重要
家長們有沒有什麼訣竅教導孩子們呢？

今天要來介紹這組套書📚
《兔小弟不害怕》～
來自瑞典的暢銷書中
來看看兔小弟怎麼面對恐懼
並且機智的處理恐懼、培養勇氣！

生活中很多恐懼其實都來自不了解
例如糖果巨魔其實只是一隻小精靈🧚🏿
尖叫女巫內心也渴求快樂的幸福🧁
森林妖怪只是想要有一個家跟朋友～

我們生活中的恐懼或許包含
黑暗、考試考不好、朋友們不跟我玩等等
但這些如果有家長的陪伴
並且教導孩子們去體驗、理解
或許都沒這麼恐怖了！😌

快點進留言區跟大家分享您的秘訣吧~
遠流粉絲團",,0,12/06/2024 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid01AJ2zvSuvUhrwHqjqrjNrsRyEhiwTCeNN8KkV5mnHJzjCYLmT8no8c7Y2waVLRcjl,0,0,相片,,,,,總期間,12550,5299,492,189,153,150,320,272,48,,,,,,,
8.46E+14,1.00E+14,MindDuo親子共讀,"#TICFF
#台灣國際兒童影展
想不想家中小朋友擔任亞洲歷史最悠久、
規模最大的國際兒童影展的評審呢？
2024 TICFF台灣國際兒童影展日前舉辦TICFF會外賽📷
－兒童觀景窗特別推薦獎，
開放全台8~12歲的國小生報名！😎
報名截止至12/15
👉👉#報名網址請見留言處",,0,12/07/2023 04:50,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02QC3QcXiDNu1YZ262a2Rgvpfj9pSeTACLHXEvZYSerC2XnYzRLMu8deyZ78aMPiFml,0,1,相片,,,,,總期間,3601,44,42,1,1,36,28,7,1,,,,,,,
8.46E+14,1.00E+14,MindDuo親子共讀,"#已開獎
恭喜 吳旻珣 得獎！
#搶救小編
2023年即將邁入倒數，即將迎接新的一年！
小編也很驕傲地和大家宣佈，我們快達到10萬粉絲啦！
目前MindDuo親子共讀 已經9.6萬粉絲了（撒花）
小編在邁入2024的有一個小小願望，
那就是希望粉專可以突破10萬粉絲💪💪
（現在就只差一點點了🤏）
-
為了讓粉絲們幫幫小編走完最後一段路，
小編也準備了好禮送給粉絲！！
只要完成簡單的小小任務，
邀請自己的好友按讚，
就有機會獲得比利時兒童桌遊🤩🤩
詳細資訊 #請見留言處",,0,12/08/2023 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid024ibFeYF2BQWp8wBEAz1WGNBHQFQEFWgzb7gZ6VcjjhfjZtUYJL4z3qM9RYtQdrHtl,0,0,相片,,,,,總期間,6710,274,168,57,49,361,286,75,,,,,,,,
